variant,utility_divisor,reservation_divisor,splits,adaptive_utility_mean,adaptive_utility_ci_low,adaptive_utility_ci_high,adaptive_utility_std,fixed_utility_mean,fixed_utility_ci_low,fixed_utility_ci_high,fixed_utility_std,utility_gap_mean,utility_gap_ci_low,utility_gap_ci_high,utility_gap_std,relative_utility_gain_pct_mean,relative_utility_gain_pct_ci_low,relative_utility_gain_pct_ci_high,relative_utility_gain_pct_std,utility_delta_vs_reference_mean,utility_delta_vs_reference_ci_low,utility_delta_vs_reference_ci_high,utility_delta_vs_reference_std,adaptive_accuracy_mean,adaptive_accuracy_ci_low,adaptive_accuracy_ci_high,adaptive_accuracy_std,adaptive_chars_mean,adaptive_chars_ci_low,adaptive_chars_ci_high,adaptive_chars_std,adaptive_opens_mean,adaptive_opens_ci_low,adaptive_opens_ci_high,adaptive_opens_std,fixed_accuracy_mean,fixed_accuracy_ci_low,fixed_accuracy_ci_high,fixed_accuracy_std,fixed_chars_mean,fixed_chars_ci_low,fixed_chars_ci_high,fixed_chars_std,fixed_n_mean,fixed_n_ci_low,fixed_n_ci_high,fixed_n_std,positive_gap_splits
reference_profiled,100000.0,70000.0,10,0.228831839781746,0.19095588603472097,0.26670779352877105,0.05294693240660246,0.20956579712301587,0.17325389540125308,0.24587769884477867,0.05076053843709153,0.019266042658730158,0.01208909660599019,0.026442988711470126,0.010032678782909914,9.491035597746798,5.650165459739881,13.331905735753715,5.36916622450895,0.0,0.0,0.0,0.0,0.27247023809523807,0.23628507056698753,0.3086554056234886,0.05058337625069971,4363.839831349206,3764.7412654736527,4962.93839722476,837.4820468988687,8.662648809523809,7.420434744341735,9.904862874705882,1.7364955238623416,0.25823412698412695,0.2257606577951392,0.2907075961731147,0.045394779749731544,4866.8329861111115,3963.8893588965625,5769.776613325661,1262.228154475351,9.2,7.699454694836687,10.700545305163311,2.0976176963403033,10
reference_profiled,200000.0,70000.0,10,0.2533836128472222,0.21503966386230033,0.2917275618321441,0.05360114463827416,0.24206391716269843,0.2033637906418322,0.28076404368356467,0.05409904650092697,0.011319695684523803,0.00773422903096289,0.014905162338084716,0.005012136772057592,4.898037629388737,3.322778133828426,6.473297124949048,2.202060932679259,0.0,0.0,0.0,0.0,0.2824404761904762,0.2454427920668003,0.31943816031415206,0.05171919613115899,5811.3726686507935,5087.511578323927,6535.23375897766,1011.8880299962468,11.171726190476189,9.833587855720875,12.509864525231503,1.870588406411762,0.28278769841269846,0.2483211472717384,0.3172542495536585,0.04818091620181193,8144.75625,6414.88398133477,9874.62851866523,2418.1946860748812,15.4,12.495185057848559,18.30481494215144,4.060651288757616,10
reference_profiled,300000.0,400000.0,10,0.2626825922619048,0.22275818550943896,0.30260699901437066,0.05581047225411573,0.2567074566798942,0.2160475529763881,0.2973673603834003,0.05683862609578757,0.005975135582010576,0.0003449094416767759,0.011605361722344377,0.007870513436498068,2.496869315308242,0.4642345511811592,4.529504079435325,2.8414274709056024,0.0,0.0,0.0,0.0,0.29350198412698414,0.2545855384356035,0.3324184298183648,0.054401439849909715,9245.81755952381,7171.986461991404,11319.648657056216,2899.0159740171007,18.713492063492062,14.325845226479379,23.101138900504743,6.133507344923307,0.29553571428571435,0.2589855756406039,0.33208585293082477,0.051093570691843254,11648.47728174603,9283.604920406555,14013.349643085507,3305.8636068251703,22.0,17.98153037934343,26.01846962065657,5.617433182117573,9
reference_profiled,400000.0,400000.0,10,0.2703874402281746,0.2308257014086933,0.30994917904765595,0.055303497442021884,0.26750110590277776,0.22590280042083075,0.30909941138472474,0.05815042132780202,0.0028863343253968305,-0.0027458110769953375,0.008518479727788998,0.007873196379854522,1.368830427926395,-0.8841103471444975,3.6217712029972873,3.1493940385098917,0.0,0.0,0.0,0.0,0.29350198412698414,0.2545855384356035,0.3324184298183648,0.054401439849909715,9245.81755952381,7171.986461991404,11319.648657056216,2899.0159740171007,18.713492063492062,14.325845226479379,23.101138900504743,6.133507344923307,0.3062003968253968,0.268402959591163,0.3439978340596306,0.05283717389006909,15479.716369047619,12777.059833616091,18182.372904479147,3778.0533225779172,29.3,24.494727574657876,34.10527242534213,6.71730766172149,8
reference_profiled,500000.0,400000.0,10,0.2827566961309524,0.24282692844183731,0.3226864638200675,0.05581796632680097,0.27432403224206353,0.2322089076197988,0.3164391568643283,0.05887288466883383,0.008432663888888896,0.0014933220625636644,0.015372005715214129,0.009700530977483567,3.4175753721121267,0.619202747683155,6.215947996541098,3.911855188749275,0.0,0.0,0.0,0.0,0.31165674603174603,0.2718770294288213,0.35143646263467077,0.05560820937200264,14450.024950396823,12005.350441026902,16894.699459766744,3417.4193174982393,28.917757936507932,23.944946751415813,33.89056912160005,6.951510698487678,0.3133928571428572,0.27440251620004913,0.35238319808566526,0.054504738288508194,19534.412450396827,16366.79051156774,22702.03438922591,4428.030137670865,37.0,30.986461756474714,43.01353824352529,8.406346808612328,9
reference_profiled,600000.0,400000.0,10,0.287573371114418,0.24771019649028103,0.32743654573855496,0.05572487564098764,0.2809544849537037,0.23710874356130013,0.3248002263461072,0.06129212009620494,0.0066188861607142935,-0.001526988159683199,0.014764760481111786,0.011387147104345614,2.8429712820086497,-0.2533959836610138,5.939338547678313,4.328422972960912,0.0,0.0,0.0,0.0,0.31165674603174603,0.2718770294288213,0.35143646263467077,0.05560820937200264,14450.024950396823,12005.350441026902,16894.699459766744,3417.4193174982393,28.917757936507932,23.944946751415813,33.89056912160005,6.951510698487678,0.32013888888888886,0.27881966772962247,0.36145811004815526,0.05776028834613754,23510.642361111113,19975.84026072508,27045.444461497147,4941.312610367094,44.6,37.54084522875893,51.65915477124107,9.868017925489282,8
reference_profiled,700000.0,1000000.0,10,0.2879523837159864,0.24871677637543455,0.3271879910565383,0.05484759707088204,0.28555393757086167,0.24145944621706839,0.32964842892465496,0.061639848564768764,0.0023984461451247163,-0.0077313487623681156,0.012528241052617548,0.01416047685140854,1.3412436413894615,-1.9991664908589475,4.681653773637871,4.669571376704361,0.0,0.0,0.0,0.0,0.32232142857142854,0.2826403955589997,0.36200246158385735,0.05547025922477926,24058.331398809525,19597.538623165867,28519.124174453184,6235.758316459987,49.82574404761905,40.432702746124484,59.21878534911361,13.130566327236593,0.3252480158730159,0.2829348590862185,0.36756117265981325,0.05914971454617167,27785.854811507936,24031.14162446376,31540.567998552113,5248.72711188749,52.8,44.80704469144634,60.79295530855365,11.173381065928274,7
reference_profiled,800000.0,1000000.0,10,0.2922485143229167,0.2530135152445815,0.33148351340125193,0.0548467467789347,0.29036739973958337,0.24622068371941624,0.3345141157597505,0.06171285361432925,0.001881114583333346,-0.007784858112392697,0.01154708727905939,0.013512098108021096,1.1404295533016175,-2.052907200430671,4.3337663070339065,4.463976970207988,0.0,0.0,0.0,0.0,0.32232142857142854,0.2826403955589997,0.36200246158385735,0.05547025922477926,24058.331398809525,19597.538623165867,28519.124174453184,6235.758316459987,49.82574404761905,40.432702746124484,59.21878534911361,13.130566327236593,0.3308035714285714,0.28746323901117665,0.3741439038459662,0.06058560706642859,32348.937351190474,28460.112713315626,36237.76198906532,5436.201992903277,61.6,52.67028761633451,70.5297123836655,12.48287716122458,7
reference_profiled,900000.0,1000000.0,10,0.295589949239418,0.25634424380183085,0.33483565467700516,0.05486171323716352,0.29364053604497353,0.24955045173496868,0.3377306203549784,0.061633687942355464,0.001949413194444452,-0.008229508647630742,0.012128335036519647,0.014229151570520538,1.1478541054470082,-2.1988405496863788,4.494548760580395,4.678356533921025,0.0,0.0,0.0,0.0,0.32232142857142854,0.2826403955589997,0.36200246158385735,0.05547025922477926,24058.331398809525,19597.538623165867,28519.124174453184,6235.758316459987,49.82574404761905,40.432702746124484,59.21878534911361,13.130566327236593,0.3350198412698413,0.29093356857569075,0.37910611396399185,0.06162835967079965,37241.37470238095,32801.98004221027,41680.769362551626,6205.8458136318395,71.0,60.443266573608376,81.55673342639162,14.757295747452437,6
reference_profiled,1000000.0,1000000.0,10,0.2982630971726191,0.2590017888617457,0.33752440548349255,0.054883524550028526,0.29683218313492066,0.25303983509017736,0.34062453117966396,0.06121748134285731,0.0014309140376984274,-0.009059311554439956,0.011921139629836812,0.014664324205976935,0.9277806799975726,-2.446492724251912,4.302054084247057,4.7169089668197834,0.0,0.0,0.0,0.0,0.32232142857142854,0.2826403955589997,0.36200246158385735,0.05547025922477926,24058.331398809525,19597.538623165867,28519.124174453184,6235.758316459987,49.82574404761905,40.432702746124484,59.21878534911361,13.130566327236593,0.3388888888888889,0.2943085640959835,0.3834692136817943,0.06231899688228291,42056.70575396825,36759.03218418221,47354.37932375429,7405.636998216509,80.3,67.60568986240357,92.99431013759643,17.745421944828475,6
